task_id,axis,condition,law,variant,panel,role,solver,mode,status,full_time_truth,uncertainty
v3_selected__S3_synthetic__synthetic__gain__gw_high__1__0__O2__0,gain,"{""id"": ""gw_high"", ""law"": ""nonlinear_gaussian"", ""g"": 0.3, ""w"": 0.25}",,,1,selected,O2,center_fNIRS_template,completed,"{""r"": {""nrmse"": 0.7057490708972336, ""correlation"": 0.8023855107203091, ""uncertainty"": ""NOT_ESTIMATED""}, ""clean_EEG"": {""nrmse"": 0.7057490708972336, ""correlation"": 0.8023855107203091, ""uncertainty"": ""NOT_ESTIMATED""}, ""clean_HbO"": {""nrmse"": 0.8715075810711983, ""correlation"": 0.9944140854784185, ""uncertainty"": ""NOT_ESTIMATED""}, ""clean_HbR"": {""nrmse"": 1.3989460197274783, ""correlation"": 0.9547211383518026, ""uncertainty"": ""NOT_ESTIMATED""}}",NOT_ESTIMATED
v3_selected__S3_synthetic__synthetic__gain__gw_high__1__0__O2__0,gain,"{""id"": ""gw_high"", ""law"": ""nonlinear_gaussian"", ""g"": 0.3, ""w"": 0.25}",,,1,selected,O2,center_fNIRS_pairing,completed,"{""r"": {""nrmse"": 0.6033434134582129, ""correlation"": 0.8179327603512091, ""uncertainty"": ""NOT_ESTIMATED""}, ""clean_EEG"": {""nrmse"": 0.6033434134582129, ""correlation"": 0.8179327603512091, ""uncertainty"": ""NOT_ESTIMATED""}, ""clean_HbO"": {""nrmse"": 0.7186377691520947, ""correlation"": 0.9946396267057971, ""uncertainty"": ""NOT_ESTIMATED""}, ""clean_HbR"": {""nrmse"": 1.1995543209684527, ""correlation"": 0.957819229796322, ""uncertainty"": ""NOT_ESTIMATED""}}",NOT_ESTIMATED
v3_selected__S3_synthetic__synthetic__gain__gw_high__1__0__O2__0,gain,"{""id"": ""gw_high"", ""law"": ""nonlinear_gaussian"", ""g"": 0.3, ""w"": 0.25}",,,1,selected,O2,center_fNIRS_shift,completed,"{""r"": {""nrmse"": 0.637029113020267, ""correlation"": 0.8091466116711012, ""uncertainty"": ""NOT_ESTIMATED""}, ""clean_EEG"": {""nrmse"": 0.637029113020267, ""correlation"": 0.8091466116711012, ""uncertainty"": ""NOT_ESTIMATED""}, ""clean_HbO"": {""nrmse"": 0.8015555560920006, ""correlation"": 0.9953412897565733, ""uncertainty"": ""NOT_ESTIMATED""}, ""clean_HbR"": {""nrmse"": 1.302965026331537, ""correlation"": 0.9566040520319272, ""uncertainty"": ""NOT_ESTIMATED""}}",NOT_ESTIMATED
v3_assessment__S3_synthetic__synthetic__gain__gw_high__1__O2__4__oracle,gain,"{""id"": ""gw_high"", ""law"": ""nonlinear_gaussian"", ""g"": 0.3, ""w"": 0.25}",,,1,oracle,O2,full,completed,"{""r"": {""nrmse"": 0.7391847669051275, ""correlation"": 0.8658225782762163, ""uncertainty"": ""NOT_ESTIMATED""}, ""clean_EEG"": {""nrmse"": 0.7391847669051275, ""correlation"": 0.8658225782762163, ""uncertainty"": ""NOT_ESTIMATED""}, ""clean_HbO"": {""nrmse"": 0.15449694555107674, ""correlation"": 0.9993589946067863, ""uncertainty"": ""NOT_ESTIMATED""}, ""clean_HbR"": {""nrmse"": 0.19956740475502135, ""correlation"": 0.9965444708575498, ""uncertainty"": ""NOT_ESTIMATED""}}",NOT_ESTIMATED
v3_assessment__S3_synthetic__synthetic__gain__gw_high__1__O2__4__oracle,gain,"{""id"": ""gw_high"", ""law"": ""nonlinear_gaussian"", ""g"": 0.3, ""w"": 0.25}",,,1,oracle,O2,EEG_only,completed,"{""r"": {""nrmse"": 0.5731001308992528, ""correlation"": 0.8209951682108602, ""uncertainty"": ""NOT_ESTIMATED""}, ""clean_EEG"": {""nrmse"": 0.5731001308992528, ""correlation"": 0.8209951682108602, ""uncertainty"": ""NOT_ESTIMATED""}, ""clean_HbO"": {""nrmse"": 0.4758898217441145, ""correlation"": 0.9357160240996778, ""uncertainty"": ""NOT_ESTIMATED""}, ""clean_HbR"": {""nrmse"": 0.5242101587458159, ""correlation"": 0.9248147137016887, ""uncertainty"": ""NOT_ESTIMATED""}}",NOT_ESTIMATED
v3_assessment__S3_synthetic__synthetic__gain__gw_high__1__O2__4__oracle,gain,"{""id"": ""gw_high"", ""law"": ""nonlinear_gaussian"", ""g"": 0.3, ""w"": 0.25}",,,1,oracle,O2,fNIRS_only,completed,"{""r"": {""nrmse"": 0.8253002956982782, ""correlation"": 0.8439121843640102, ""uncertainty"": ""NOT_ESTIMATED""}, ""clean_EEG"": {""nrmse"": 0.8253002956982782, ""correlation"": 0.8439121843640102, ""uncertainty"": ""NOT_ESTIMATED""}, ""clean_HbO"": {""nrmse"": 0.09845436077331149, ""correlation"": 0.999245344429054, ""uncertainty"": ""NOT_ESTIMATED""}, ""clean_HbR"": {""nrmse"": 0.11526479021432828, ""correlation"": 0.9977969572804671, ""uncertainty"": ""NOT_ESTIMATED""}}",NOT_ESTIMATED
v3_assessment__S3_synthetic__synthetic__gain__gw_high__1__O2__4__oracle,gain,"{""id"": ""gw_high"", ""law"": ""nonlinear_gaussian"", ""g"": 0.3, ""w"": 0.25}",,,1,oracle,O2,all_missing,completed,"{""r"": {""nrmse"": 1.004021636433801, ""correlation"": null, ""uncertainty"": ""NOT_ESTIMATED""}, ""clean_EEG"": {""nrmse"": 1.004021636433801, ""correlation"": null, ""uncertainty"": ""NOT_ESTIMATED""}, ""clean_HbO"": {""nrmse"": 1.0034049480957679, ""correlation"": null, ""uncertainty"": ""NOT_ESTIMATED""}, ""clean_HbR"": {""nrmse"": 1.0377774132016884, ""correlation"": null, ""uncertainty"": ""NOT_ESTIMATED""}}",NOT_ESTIMATED
v3_assessment__S3_synthetic__synthetic__gain__gw_high__1__O2__4__oracle,gain,"{""id"": ""gw_high"", ""law"": ""nonlinear_gaussian"", ""g"": 0.3, ""w"": 0.25}",,,1,oracle,O2,center_EEG,completed,"{""r"": {""nrmse"": 0.7621603172203295, ""correlation"": 0.8573382892020025, ""uncertainty"": ""NOT_ESTIMATED""}, ""clean_EEG"": {""nrmse"": 0.7621603172203295, ""correlation"": 0.8573382892020025, ""uncertainty"": ""NOT_ESTIMATED""}, ""clean_HbO"": {""nrmse"": 0.14587300342812495, ""correlation"": 0.999349263390568, ""uncertainty"": ""NOT_ESTIMATED""}, ""clean_HbR"": {""nrmse"": 0.18769881282590392, ""correlation"": 0.9967183550405766, ""uncertainty"": ""NOT_ESTIMATED""}}",NOT_ESTIMATED
v3_assessment__S3_synthetic__synthetic__gain__gw_high__1__O2__4__oracle,gain,"{""id"": ""gw_high"", ""law"": ""nonlinear_gaussian"", ""g"": 0.3, ""w"": 0.25}",,,1,oracle,O2,center_EEG_own,completed,"{""r"": {""nrmse"": 0.5756833852641042, ""correlation"": 0.8193182411177575, ""uncertainty"": ""NOT_ESTIMATED""}, ""clean_EEG"": {""nrmse"": 0.5756833852641042, ""correlation"": 0.8193182411177575, ""uncertainty"": ""NOT_ESTIMATED""}, ""clean_HbO"": {""nrmse"": 0.4748077997793129, ""correlation"": 0.9345381204853768, ""uncertainty"": ""NOT_ESTIMATED""}, ""clean_HbR"": {""nrmse"": 0.5291539138695175, ""correlation"": 0.9230452841536251, ""uncertainty"": ""NOT_ESTIMATED""}}",NOT_ESTIMATED
v3_assessment__S3_synthetic__synthetic__gain__gw_high__1__O2__4__oracle,gain,"{""id"": ""gw_high"", ""law"": ""nonlinear_gaussian"", ""g"": 0.3, ""w"": 0.25}",,,1,oracle,O2,center_EEG_template,completed,"{""r"": {""nrmse"": 0.9052615058354385, ""correlation"": 0.44998809281163427, ""uncertainty"": ""NOT_ESTIMATED""}, ""clean_EEG"": {""nrmse"": 0.9052615058354385, ""correlation"": 0.44998809281163427, ""uncertainty"": ""NOT_ESTIMATED""}, ""clean_HbO"": {""nrmse"": 0.9626993439656177, ""correlation"": 0.3030164041640715, ""uncertainty"": ""NOT_ESTIMATED""}, ""clean_HbR"": {""nrmse"": 1.0365510381444507, ""correlation"": 0.24503903549256043, ""uncertainty"": ""NOT_ESTIMATED""}}",NOT_ESTIMATED
v3_assessment__S3_synthetic__synthetic__gain__gw_high__1__O2__4__oracle,gain,"{""id"": ""gw_high"", ""law"": ""nonlinear_gaussian"", ""g"": 0.3, ""w"": 0.25}",,,1,oracle,O2,center_EEG_pairing,completed,"{""r"": {""nrmse"": 1.7041063455601562, ""correlation"": -0.34600992465531016, ""uncertainty"": ""NOT_ESTIMATED""}, ""clean_EEG"": {""nrmse"": 1.7041063455601562, ""correlation"": -0.34600992465531016, ""uncertainty"": ""NOT_ESTIMATED""}, ""clean_HbO"": {""nrmse"": 1.5152153251843685, ""correlation"": -0.6533869994518278, ""uncertainty"": ""NOT_ESTIMATED""}, ""clean_HbR"": {""nrmse"": 1.6767662522586606, ""correlation"": -0.5920913604142973, ""uncertainty"": ""NOT_ESTIMATED""}}",NOT_ESTIMATED
v3_assessment__S3_synthetic__synthetic__gain__gw_high__1__O2__4__oracle,gain,"{""id"": ""gw_high"", ""law"": ""nonlinear_gaussian"", ""g"": 0.3, ""w"": 0.25}",,,1,oracle,O2,center_EEG_shift,completed,"{""r"": {""nrmse"": 1.8116874271433785, ""correlation"": -0.09953435157255384, ""uncertainty"": ""NOT_ESTIMATED""}, ""clean_EEG"": {""nrmse"": 1.8116874271433785, ""correlation"": -0.09953435157255384, ""uncertainty"": ""NOT_ESTIMATED""}, ""clean_HbO"": {""nrmse"": 1.7300055363738356, ""correlation"": -0.3407109169766705, ""uncertainty"": ""NOT_ESTIMATED""}, ""clean_HbR"": {""nrmse"": 1.7328327977028155, ""correlation"": -0.2209907243976878, ""uncertainty"": ""NOT_ESTIMATED""}}",NOT_ESTIMATED
v3_assessment__S3_synthetic__synthetic__gain__gw_high__1__O2__4__oracle,gain,"{""id"": ""gw_high"", ""law"": ""nonlinear_gaussian"", ""g"": 0.3, ""w"": 0.25}",,,1,oracle,O2,center_fNIRS,completed,"{""r"": {""nrmse"": 0.7356793296053209, ""correlation"": 0.8656111739153588, ""uncertainty"": ""NOT_ESTIMATED""}, ""clean_EEG"": {""nrmse"": 0.7356793296053209, ""correlation"": 0.8656111739153588, ""uncertainty"": ""NOT_ESTIMATED""}, ""clean_HbO"": {""nrmse"": 0.15435473549004847, ""correlation"": 0.9988313197371869, ""uncertainty"": ""NOT_ESTIMATED""}, ""clean_HbR"": {""nrmse"": 0.19898170244306693, ""correlation"": 0.9953126676868032, ""uncertainty"": ""NOT_ESTIMATED""}}",NOT_ESTIMATED
v3_assessment__S3_synthetic__synthetic__gain__gw_high__1__O2__4__oracle,gain,"{""id"": ""gw_high"", ""law"": ""nonlinear_gaussian"", ""g"": 0.3, ""w"": 0.25}",,,1,oracle,O2,center_fNIRS_own,completed,"{""r"": {""nrmse"": 0.8100693678655593, ""correlation"": 0.8472138507831564, ""uncertainty"": ""NOT_ESTIMATED""}, ""clean_EEG"": {""nrmse"": 0.8100693678655593, ""correlation"": 0.8472138507831564, ""uncertainty"": ""NOT_ESTIMATED""}, ""clean_HbO"": {""nrmse"": 0.10039630560447561, ""correlation"": 0.9989856898122543, ""uncertainty"": ""NOT_ESTIMATED""}, ""clean_HbR"": {""nrmse"": 0.12168324168301761, ""correlation"": 0.9968205265301829, ""uncertainty"": ""NOT_ESTIMATED""}}",NOT_ESTIMATED
v3_assessment__S3_synthetic__synthetic__gain__gw_high__1__O2__4__oracle,gain,"{""id"": ""gw_high"", ""law"": ""nonlinear_gaussian"", ""g"": 0.3, ""w"": 0.25}",,,1,oracle,O2,center_fNIRS_template,completed,"{""r"": {""nrmse"": 0.7961991872931243, ""correlation"": 0.8135643617971798, ""uncertainty"": ""NOT_ESTIMATED""}, ""clean_EEG"": {""nrmse"": 0.7961991872931243, ""correlation"": 0.8135643617971798, ""uncertainty"": ""NOT_ESTIMATED""}, ""clean_HbO"": {""nrmse"": 0.5444907821386606, ""correlation"": 0.9956270390010029, ""uncertainty"": ""NOT_ESTIMATED""}, ""clean_HbR"": {""nrmse"": 0.7533402168334805, ""correlation"": 0.9729148229005443, ""uncertainty"": ""NOT_ESTIMATED""}}",NOT_ESTIMATED
v3_assessment__S3_synthetic__synthetic__gain__gw_high__1__O2__4__oracle,gain,"{""id"": ""gw_high"", ""law"": ""nonlinear_gaussian"", ""g"": 0.3, ""w"": 0.25}",,,1,oracle,O2,center_fNIRS_pairing,completed,"{""r"": {""nrmse"": 0.7254629166931905, ""correlation"": 0.8512805412820206, ""uncertainty"": ""NOT_ESTIMATED""}, ""clean_EEG"": {""nrmse"": 0.7254629166931905, ""correlation"": 0.8512805412820206, ""uncertainty"": ""NOT_ESTIMATED""}, ""clean_HbO"": {""nrmse"": 0.27497237872230385, ""correlation"": 0.9987304822703019, ""uncertainty"": ""NOT_ESTIMATED""}, ""clean_HbR"": {""nrmse"": 0.3524618483554159, ""correlation"": 0.9923072621245982, ""uncertainty"": ""NOT_ESTIMATED""}}",NOT_ESTIMATED
v3_assessment__S3_synthetic__synthetic__gain__gw_high__1__O2__4__oracle,gain,"{""id"": ""gw_high"", ""law"": ""nonlinear_gaussian"", ""g"": 0.3, ""w"": 0.25}",,,1,oracle,O2,center_fNIRS_shift,completed,"{""r"": {""nrmse"": 0.7780288165250777, ""correlation"": 0.823370754024702, ""uncertainty"": ""NOT_ESTIMATED""}, ""clean_EEG"": {""nrmse"": 0.7780288165250777, ""correlation"": 0.823370754024702, ""uncertainty"": ""NOT_ESTIMATED""}, ""clean_HbO"": {""nrmse"": 0.2619755729444282, ""correlation"": 0.9971720710573698, ""uncertainty"": ""NOT_ESTIMATED""}, ""clean_HbR"": {""nrmse"": 0.3394121615553064, ""correlation"": 0.9900143491931406, ""uncertainty"": ""NOT_ESTIMATED""}}",NOT_ESTIMATED
v3_selected__S3_synthetic__synthetic__gain__gw_high__1__0__O2__4,gain,"{""id"": ""gw_high"", ""law"": ""nonlinear_gaussian"", ""g"": 0.3, ""w"": 0.25}",,,1,selected,O2,full,completed,"{""r"": {""nrmse"": 0.5398379384574703, ""correlation"": 0.8574819090406711, ""uncertainty"": ""NOT_ESTIMATED""}, ""clean_EEG"": {""nrmse"": 0.5398379384574703, ""correlation"": 0.8574819090406711, ""uncertainty"": ""NOT_ESTIMATED""}, ""clean_HbO"": {""nrmse"": 0.16900377358316182, ""correlation"": 0.9985872086555622, ""uncertainty"": ""NOT_ESTIMATED""}, ""clean_HbR"": {""nrmse"": 0.42887903660867055, ""correlation"": 0.9776037509013167, ""uncertainty"": ""NOT_ESTIMATED""}}",NOT_ESTIMATED
v3_selected__S3_synthetic__synthetic__gain__gw_high__1__0__O2__4,gain,"{""id"": ""gw_high"", ""law"": ""nonlinear_gaussian"", ""g"": 0.3, ""w"": 0.25}",,,1,selected,O2,EEG_only,completed,"{""r"": {""nrmse"": 0.5731001308992528, ""correlation"": 0.8209951682108602, ""uncertainty"": ""NOT_ESTIMATED""}, ""clean_EEG"": {""nrmse"": 0.5731001308992528, ""correlation"": 0.8209951682108602, ""uncertainty"": ""NOT_ESTIMATED""}, ""clean_HbO"": {""nrmse"": 0.4971958501095633, ""correlation"": 0.9357160240996778, ""uncertainty"": ""NOT_ESTIMATED""}, ""clean_HbR"": {""nrmse"": 0.8774474628030381, ""correlation"": 0.9248147137016887, ""uncertainty"": ""NOT_ESTIMATED""}}",NOT_ESTIMATED
v3_selected__S3_synthetic__synthetic__gain__gw_high__1__0__O2__4,gain,"{""id"": ""gw_high"", ""law"": ""nonlinear_gaussian"", ""g"": 0.3, ""w"": 0.25}",,,1,selected,O2,fNIRS_only,completed,"{""r"": {""nrmse"": 0.5739088893887188, ""correlation"": 0.8346897606210774, ""uncertainty"": ""NOT_ESTIMATED""}, ""clean_EEG"": {""nrmse"": 0.5739088893887188, ""correlation"": 0.8346897606210774, ""uncertainty"": ""NOT_ESTIMATED""}, ""clean_HbO"": {""nrmse"": 0.19954755626185916, ""correlation"": 0.9983237594926958, ""uncertainty"": ""NOT_ESTIMATED""}, ""clean_HbR"": {""nrmse"": 0.45951387478997785, ""correlation"": 0.9772157280284688, ""uncertainty"": ""NOT_ESTIMATED""}}",NOT_ESTIMATED
v3_selected__S3_synthetic__synthetic__gain__gw_high__1__0__O2__4,gain,"{""id"": ""gw_high"", ""law"": ""nonlinear_gaussian"", ""g"": 0.3, ""w"": 0.25}",,,1,selected,O2,all_missing,completed,"{""r"": {""nrmse"": 1.004021636433801, ""correlation"": null, ""uncertainty"": ""NOT_ESTIMATED""}, ""clean_EEG"": {""nrmse"": 1.004021636433801, ""correlation"": null, ""uncertainty"": ""NOT_ESTIMATED""}, ""clean_HbO"": {""nrmse"": 1.0034049480957679, ""correlation"": null, ""uncertainty"": ""NOT_ESTIMATED""}, ""clean_HbR"": {""nrmse"": 1.0377774132016884, ""correlation"": null, ""uncertainty"": ""NOT_ESTIMATED""}}",NOT_ESTIMATED
v3_selected__S3_synthetic__synthetic__gain__gw_high__1__0__O2__4,gain,"{""id"": ""gw_high"", ""law"": ""nonlinear_gaussian"", ""g"": 0.3, ""w"": 0.25}",,,1,selected,O2,center_EEG,completed,"{""r"": {""nrmse"": 0.5404301972006772, ""correlation"": 0.8568340211498177, ""uncertainty"": ""NOT_ESTIMATED""}, ""clean_EEG"": {""nrmse"": 0.5404301972006772, ""correlation"": 0.8568340211498177, ""uncertainty"": ""NOT_ESTIMATED""}, ""clean_HbO"": {""nrmse"": 0.1633146027828971, ""correlation"": 0.9985250147785063, ""uncertainty"": ""NOT_ESTIMATED""}, ""clean_HbR"": {""nrmse"": 0.42140032661566856, ""correlation"": 0.9774731026335747, ""uncertainty"": ""NOT_ESTIMATED""}}",NOT_ESTIMATED
v3_selected__S3_synthetic__synthetic__gain__gw_high__1__0__O2__4,gain,"{""id"": ""gw_high"", ""law"": ""nonlinear_gaussian"", ""g"": 0.3, ""w"": 0.25}",,,1,selected,O2,center_EEG_own,completed,"{""r"": {""nrmse"": 0.5756833852641042, ""correlation"": 0.8193182411177575, ""uncertainty"": ""NOT_ESTIMATED""}, ""clean_EEG"": {""nrmse"": 0.5756833852641042, ""correlation"": 0.8193182411177575, ""uncertainty"": ""NOT_ESTIMATED""}, ""clean_HbO"": {""nrmse"": 0.5091106566866874, ""correlation"": 0.9345381204853768, ""uncertainty"": ""NOT_ESTIMATED""}, ""clean_HbR"": {""nrmse"": 0.8974654512833597, ""correlation"": 0.9230452841536251, ""uncertainty"": ""NOT_ESTIMATED""}}",NOT_ESTIMATED
v3_selected__S3_synthetic__synthetic__gain__gw_high__1__0__O2__4,gain,"{""id"": ""gw_high"", ""law"": ""nonlinear_gaussian"", ""g"": 0.3, ""w"": 0.25}",,,1,selected,O2,center_EEG_template,completed,"{""r"": {""nrmse"": 0.9074447906511435, ""correlation"": 0.4624567998307946, ""uncertainty"": ""NOT_ESTIMATED""}, ""clean_EEG"": {""nrmse"": 0.9074447906511435, ""correlation"": 0.4624567998307946, ""uncertainty"": ""NOT_ESTIMATED""}, ""clean_HbO"": {""nrmse"": 0.9600282842956902, ""correlation"": 0.2967961574472098, ""uncertainty"": ""NOT_ESTIMATED""}, ""clean_HbR"": {""nrmse"": 1.0204073534124527, ""correlation"": 0.23915861057304813, ""uncertainty"": ""NOT_ESTIMATED""}}",NOT_ESTIMATED
v3_selected__S3_synthetic__synthetic__gain__gw_high__1__0__O2__4,gain,"{""id"": ""gw_high"", ""law"": ""nonlinear_gaussian"", ""g"": 0.3, ""w"": 0.25}",,,1,selected,O2,center_EEG_pairing,completed,"{""r"": {""nrmse"": 1.320776517330575, ""correlation"": -0.24735350839411335, ""uncertainty"": ""NOT_ESTIMATED""}, ""clean_EEG"": {""nrmse"": 1.320776517330575, ""correlation"": -0.24735350839411335, ""uncertainty"": ""NOT_ESTIMATED""}, ""clean_HbO"": {""nrmse"": 1.5373693976010536, ""correlation"": -0.6516606581451524, ""uncertainty"": ""NOT_ESTIMATED""}, ""clean_HbR"": {""nrmse"": 1.721795538120017, ""correlation"": -0.5883972247176311, ""uncertainty"": ""NOT_ESTIMATED""}}",NOT_ESTIMATED
v3_selected__S3_synthetic__synthetic__gain__gw_high__1__0__O2__4,gain,"{""id"": ""gw_high"", ""law"": ""nonlinear_gaussian"", ""g"": 0.3, ""w"": 0.25}",,,1,selected,O2,center_EEG_shift,completed,"{""r"": {""nrmse"": 1.4041570805776882, ""correlation"": -0.03880688459562813, ""uncertainty"": ""NOT_ESTIMATED""}, ""clean_EEG"": {""nrmse"": 1.4041570805776882, ""correlation"": -0.03880688459562813, ""uncertainty"": ""NOT_ESTIMATED""}, ""clean_HbO"": {""nrmse"": 1.979200919307748, ""correlation"": -0.331303521839063, ""uncertainty"": ""NOT_ESTIMATED""}, ""clean_HbR"": {""nrmse"": 2.3414781085492926, ""correlation"": -0.26536385659572476, ""uncertainty"": ""NOT_ESTIMATED""}}",NOT_ESTIMATED
v3_selected__S3_synthetic__synthetic__gain__gw_high__1__0__O2__4,gain,"{""id"": ""gw_high"", ""law"": ""nonlinear_gaussian"", ""g"": 0.3, ""w"": 0.25}",,,1,selected,O2,center_fNIRS,completed,"{""r"": {""nrmse"": 0.5323773368463498, ""correlation"": 0.8598716438151853, ""uncertainty"": ""NOT_ESTIMATED""}, ""clean_EEG"": {""nrmse"": 0.5323773368463498, ""correlation"": 0.8598716438151853, ""uncertainty"": ""NOT_ESTIMATED""}, ""clean_HbO"": {""nrmse"": 0.14736200103787903, ""correlation"": 0.9986411717045327, ""uncertainty"": ""NOT_ESTIMATED""}, ""clean_HbR"": {""nrmse"": 0.41250752659451206, ""correlation"": 0.9765560885939625, ""uncertainty"": ""NOT_ESTIMATED""}}",NOT_ESTIMATED
v3_selected__S3_synthetic__synthetic__gain__gw_high__1__0__O2__4,gain,"{""id"": ""gw_high"", ""law"": ""nonlinear_gaussian"", ""g"": 0.3, ""w"": 0.25}",,,1,selected,O2,center_fNIRS_own,completed,"{""r"": {""nrmse"": 0.567919055361154, ""correlation"": 0.8372368708779308, ""uncertainty"": ""NOT_ESTIMATED""}, ""clean_EEG"": {""nrmse"": 0.567919055361154, ""correlation"": 0.8372368708779308, ""uncertainty"": ""NOT_ESTIMATED""}, ""clean_HbO"": {""nrmse"": 0.1855720767627432, ""correlation"": 0.9980279399682233, ""uncertainty"": ""NOT_ESTIMATED""}, ""clean_HbR"": {""nrmse"": 0.4467105342522265, ""correlation"": 0.9773162643696622, ""uncertainty"": ""NOT_ESTIMATED""}}",NOT_ESTIMATED
v3_selected__S3_synthetic__synthetic__gain__gw_high__1__0__O2__4,gain,"{""id"": ""gw_high"", ""law"": ""nonlinear_gaussian"", ""g"": 0.3, ""w"": 0.25}",,,1,selected,O2,center_fNIRS_template,completed,"{""r"": {""nrmse"": 0.6647920630333544, ""correlation"": 0.7907318587696591, ""uncertainty"": ""NOT_ESTIMATED""}, ""clean_EEG"": {""nrmse"": 0.6647920630333544, ""correlation"": 0.7907318587696591, ""uncertainty"": ""NOT_ESTIMATED""}, ""clean_HbO"": {""nrmse"": 0.22325236888277827, ""correlation"": 0.9981104427701222, ""uncertainty"": ""NOT_ESTIMATED""}, ""clean_HbR"": {""nrmse"": 0.5223314734890394, ""correlation"": 0.9749364483945777, ""uncertainty"": ""NOT_ESTIMATED""}}",NOT_ESTIMATED
v3_selected__S3_synthetic__synthetic__gain__gw_high__1__0__O2__4,gain,"{""id"": ""gw_high"", ""law"": ""nonlinear_gaussian"", ""g"": 0.3, ""w"": 0.25}",,,1,selected,O2,center_fNIRS_pairing,completed,"{""r"": {""nrmse"": 0.5795777848762313, ""correlation"": 0.8479476137392669, ""uncertainty"": ""NOT_ESTIMATED""}, ""clean_EEG"": {""nrmse"": 0.5795777848762313, ""correlation"": 0.8479476137392669, ""uncertainty"": ""NOT_ESTIMATED""}, ""clean_HbO"": {""nrmse"": 0.2352858950466896, ""correlation"": 0.9985162602888481, ""uncertainty"": ""NOT_ESTIMATED""}, ""clean_HbR"": {""nrmse"": 0.5142047168388014, ""correlation"": 0.9758786396819901, ""uncertainty"": ""NOT_ESTIMATED""}}",NOT_ESTIMATED
v3_selected__S3_synthetic__synthetic__gain__gw_high__1__0__O2__4,gain,"{""id"": ""gw_high"", ""law"": ""nonlinear_gaussian"", ""g"": 0.3, ""w"": 0.25}",,,1,selected,O2,center_fNIRS_shift,completed,"{""r"": {""nrmse"": 0.6205234661102553, ""correlation"": 0.8014446665359679, ""uncertainty"": ""NOT_ESTIMATED""}, ""clean_EEG"": {""nrmse"": 0.6205234661102553, ""correlation"": 0.8014446665359679, ""uncertainty"": ""NOT_ESTIMATED""}, ""clean_HbO"": {""nrmse"": 0.21146686361745617, ""correlation"": 0.9977075284540435, ""uncertainty"": ""NOT_ESTIMATED""}, ""clean_HbR"": {""nrmse"": 0.4969174139962523, ""correlation"": 0.9719344149355893, ""uncertainty"": ""NOT_ESTIMATED""}}",NOT_ESTIMATED
v3_assessment__S3_synthetic__synthetic__gain__gw_high__1__O2__8__oracle,gain,"{""id"": ""gw_high"", ""law"": ""nonlinear_gaussian"", ""g"": 0.3, ""w"": 0.25}",,,1,oracle,O2,full,completed,"{""r"": {""nrmse"": 0.6152491039053269, ""correlation"": 0.8905820832286345, ""uncertainty"": ""NOT_ESTIMATED""}, ""clean_EEG"": {""nrmse"": 0.6152491039053269, ""correlation"": 0.8905820832286345, ""uncertainty"": ""NOT_ESTIMATED""}, ""clean_HbO"": {""nrmse"": 0.2407643969416975, ""correlation"": 0.997367496403756, ""uncertainty"": ""NOT_ESTIMATED""}, ""clean_HbR"": {""nrmse"": 0.2920617402031692, ""correlation"": 0.9943644545889109, ""uncertainty"": ""NOT_ESTIMATED""}}",NOT_ESTIMATED
