task_id,family,kind,layer,queue_position,planned_solves,timeout_seconds,payload
v3_inner__S3_synthetic__synthetic__gain__w_low__0__0__O2__gain_0p5__1,S3_synthetic,v3_fits,8,4423,12,1800,"{""id"": ""v3_inner__S3_synthetic__synthetic__gain__w_low__0__0__O2__gain_0p5__1"", ""family"": ""S3_synthetic"", ""layer"": 8, ""kind"": ""v3_fits"", ""stage"": 3, ""dependencies"": [""v3_projection__synthetic__gain__w_low__0__0__1"", ""v3_S1_gate""], ""prerequisites"": [""v3_S1_gate""], ""planned_solves"": 12, ""subject"": ""synthetic__gain__w_low__0"", ""outer"": 0, ""inner"": 1, ""solver"": ""O2"", ""candidate"": {""id"": ""gain_0.5"", ""eeg"": ""E0"", ""noise"": 1.0, ""gain"": 0.5, ""sigma_h"": 1.0, ""sigma_r"": 1.0, ""w"": 0.0, ""g"": 0.0}, ""role"": ""inner"", ""axis"": ""gain"", ""trials"": [2, 6, 10, 14, 18, 22], ""modes"": [""center_EEG"", ""center_fNIRS""], ""timeout_seconds"": 1800, ""row_ids"": [""2__center_EEG"", ""2__center_fNIRS"", ""6__center_EEG"", ""6__center_fNIRS"", ""10__center_EEG"", ""10__center_fNIRS"", ""14__center_EEG"", ""14__center_fNIRS"", ""18__center_EEG"", ""18__center_fNIRS"", ""22__center_EEG"", ""22__center_fNIRS""], ""queue_position"": 4423}"
v3_inner__S3_synthetic__synthetic__gain__w_low__0__0__O2__gain_0p5__2,S3_synthetic,v3_fits,8,4424,12,1800,"{""id"": ""v3_inner__S3_synthetic__synthetic__gain__w_low__0__0__O2__gain_0p5__2"", ""family"": ""S3_synthetic"", ""layer"": 8, ""kind"": ""v3_fits"", ""stage"": 3, ""dependencies"": [""v3_projection__synthetic__gain__w_low__0__0__2"", ""v3_S1_gate""], ""prerequisites"": [""v3_S1_gate""], ""planned_solves"": 12, ""subject"": ""synthetic__gain__w_low__0"", ""outer"": 0, ""inner"": 2, ""solver"": ""O2"", ""candidate"": {""id"": ""gain_0.5"", ""eeg"": ""E0"", ""noise"": 1.0, ""gain"": 0.5, ""sigma_h"": 1.0, ""sigma_r"": 1.0, ""w"": 0.0, ""g"": 0.0}, ""role"": ""inner"", ""axis"": ""gain"", ""trials"": [3, 7, 11, 15, 19, 23], ""modes"": [""center_EEG"", ""center_fNIRS""], ""timeout_seconds"": 1800, ""row_ids"": [""3__center_EEG"", ""3__center_fNIRS"", ""7__center_EEG"", ""7__center_fNIRS"", ""11__center_EEG"", ""11__center_fNIRS"", ""15__center_EEG"", ""15__center_fNIRS"", ""19__center_EEG"", ""19__center_fNIRS"", ""23__center_EEG"", ""23__center_fNIRS""], ""queue_position"": 4424}"
v3_inner__S3_synthetic__synthetic__gain__w_low__0__0__O2__gain_2__0,S3_synthetic,v3_fits,8,4425,12,1800,"{""id"": ""v3_inner__S3_synthetic__synthetic__gain__w_low__0__0__O2__gain_2__0"", ""family"": ""S3_synthetic"", ""layer"": 8, ""kind"": ""v3_fits"", ""stage"": 3, ""dependencies"": [""v3_projection__synthetic__gain__w_low__0__0__0"", ""v3_S1_gate""], ""prerequisites"": [""v3_S1_gate""], ""planned_solves"": 12, ""subject"": ""synthetic__gain__w_low__0"", ""outer"": 0, ""inner"": 0, ""solver"": ""O2"", ""candidate"": {""id"": ""gain_2"", ""eeg"": ""E0"", ""noise"": 1.0, ""gain"": 2.0, ""sigma_h"": 1.0, ""sigma_r"": 1.0, ""w"": 0.0, ""g"": 0.0}, ""role"": ""inner"", ""axis"": ""gain"", ""trials"": [1, 5, 9, 13, 17, 21], ""modes"": [""center_EEG"", ""center_fNIRS""], ""timeout_seconds"": 1800, ""row_ids"": [""1__center_EEG"", ""1__center_fNIRS"", ""5__center_EEG"", ""5__center_fNIRS"", ""9__center_EEG"", ""9__center_fNIRS"", ""13__center_EEG"", ""13__center_fNIRS"", ""17__center_EEG"", ""17__center_fNIRS"", ""21__center_EEG"", ""21__center_fNIRS""], ""queue_position"": 4425}"
v3_inner__S3_synthetic__synthetic__gain__w_low__0__0__O2__gain_2__1,S3_synthetic,v3_fits,8,4426,12,1800,"{""id"": ""v3_inner__S3_synthetic__synthetic__gain__w_low__0__0__O2__gain_2__1"", ""family"": ""S3_synthetic"", ""layer"": 8, ""kind"": ""v3_fits"", ""stage"": 3, ""dependencies"": [""v3_projection__synthetic__gain__w_low__0__0__1"", ""v3_S1_gate""], ""prerequisites"": [""v3_S1_gate""], ""planned_solves"": 12, ""subject"": ""synthetic__gain__w_low__0"", ""outer"": 0, ""inner"": 1, ""solver"": ""O2"", ""candidate"": {""id"": ""gain_2"", ""eeg"": ""E0"", ""noise"": 1.0, ""gain"": 2.0, ""sigma_h"": 1.0, ""sigma_r"": 1.0, ""w"": 0.0, ""g"": 0.0}, ""role"": ""inner"", ""axis"": ""gain"", ""trials"": [2, 6, 10, 14, 18, 22], ""modes"": [""center_EEG"", ""center_fNIRS""], ""timeout_seconds"": 1800, ""row_ids"": [""2__center_EEG"", ""2__center_fNIRS"", ""6__center_EEG"", ""6__center_fNIRS"", ""10__center_EEG"", ""10__center_fNIRS"", ""14__center_EEG"", ""14__center_fNIRS"", ""18__center_EEG"", ""18__center_fNIRS"", ""22__center_EEG"", ""22__center_fNIRS""], ""queue_position"": 4426}"
v3_inner__S3_synthetic__synthetic__gain__w_low__0__0__O2__gain_2__2,S3_synthetic,v3_fits,8,4427,12,1800,"{""id"": ""v3_inner__S3_synthetic__synthetic__gain__w_low__0__0__O2__gain_2__2"", ""family"": ""S3_synthetic"", ""layer"": 8, ""kind"": ""v3_fits"", ""stage"": 3, ""dependencies"": [""v3_projection__synthetic__gain__w_low__0__0__2"", ""v3_S1_gate""], ""prerequisites"": [""v3_S1_gate""], ""planned_solves"": 12, ""subject"": ""synthetic__gain__w_low__0"", ""outer"": 0, ""inner"": 2, ""solver"": ""O2"", ""candidate"": {""id"": ""gain_2"", ""eeg"": ""E0"", ""noise"": 1.0, ""gain"": 2.0, ""sigma_h"": 1.0, ""sigma_r"": 1.0, ""w"": 0.0, ""g"": 0.0}, ""role"": ""inner"", ""axis"": ""gain"", ""trials"": [3, 7, 11, 15, 19, 23], ""modes"": [""center_EEG"", ""center_fNIRS""], ""timeout_seconds"": 1800, ""row_ids"": [""3__center_EEG"", ""3__center_fNIRS"", ""7__center_EEG"", ""7__center_fNIRS"", ""11__center_EEG"", ""11__center_fNIRS"", ""15__center_EEG"", ""15__center_fNIRS"", ""19__center_EEG"", ""19__center_fNIRS"", ""23__center_EEG"", ""23__center_fNIRS""], ""queue_position"": 4427}"
v3_inner__S3_synthetic__synthetic__gain__w_low__1__0__O2__baseline__0,S3_synthetic,v3_fits,8,4428,12,1800,"{""id"": ""v3_inner__S3_synthetic__synthetic__gain__w_low__1__0__O2__baseline__0"", ""family"": ""S3_synthetic"", ""layer"": 8, ""kind"": ""v3_fits"", ""stage"": 3, ""dependencies"": [""v3_projection__synthetic__gain__w_low__1__0__0"", ""v3_S1_gate""], ""prerequisites"": [""v3_S1_gate""], ""planned_solves"": 12, ""subject"": ""synthetic__gain__w_low__1"", ""outer"": 0, ""inner"": 0, ""solver"": ""O2"", ""candidate"": {""id"": ""baseline"", ""eeg"": ""E0"", ""noise"": 1.0, ""gain"": 1.0, ""sigma_h"": 1.0, ""sigma_r"": 1.0, ""w"": 0.0, ""g"": 0.0}, ""role"": ""inner"", ""axis"": ""gain"", ""trials"": [1, 5, 9, 13, 17, 21], ""modes"": [""center_EEG"", ""center_fNIRS""], ""timeout_seconds"": 1800, ""row_ids"": [""1__center_EEG"", ""1__center_fNIRS"", ""5__center_EEG"", ""5__center_fNIRS"", ""9__center_EEG"", ""9__center_fNIRS"", ""13__center_EEG"", ""13__center_fNIRS"", ""17__center_EEG"", ""17__center_fNIRS"", ""21__center_EEG"", ""21__center_fNIRS""], ""queue_position"": 4428}"
v3_inner__S3_synthetic__synthetic__gain__w_low__1__0__O2__baseline__1,S3_synthetic,v3_fits,8,4429,12,1800,"{""id"": ""v3_inner__S3_synthetic__synthetic__gain__w_low__1__0__O2__baseline__1"", ""family"": ""S3_synthetic"", ""layer"": 8, ""kind"": ""v3_fits"", ""stage"": 3, ""dependencies"": [""v3_projection__synthetic__gain__w_low__1__0__1"", ""v3_S1_gate""], ""prerequisites"": [""v3_S1_gate""], ""planned_solves"": 12, ""subject"": ""synthetic__gain__w_low__1"", ""outer"": 0, ""inner"": 1, ""solver"": ""O2"", ""candidate"": {""id"": ""baseline"", ""eeg"": ""E0"", ""noise"": 1.0, ""gain"": 1.0, ""sigma_h"": 1.0, ""sigma_r"": 1.0, ""w"": 0.0, ""g"": 0.0}, ""role"": ""inner"", ""axis"": ""gain"", ""trials"": [2, 6, 10, 14, 18, 22], ""modes"": [""center_EEG"", ""center_fNIRS""], ""timeout_seconds"": 1800, ""row_ids"": [""2__center_EEG"", ""2__center_fNIRS"", ""6__center_EEG"", ""6__center_fNIRS"", ""10__center_EEG"", ""10__center_fNIRS"", ""14__center_EEG"", ""14__center_fNIRS"", ""18__center_EEG"", ""18__center_fNIRS"", ""22__center_EEG"", ""22__center_fNIRS""], ""queue_position"": 4429}"
v3_inner__S3_synthetic__synthetic__gain__w_low__1__0__O2__baseline__2,S3_synthetic,v3_fits,8,4430,12,1800,"{""id"": ""v3_inner__S3_synthetic__synthetic__gain__w_low__1__0__O2__baseline__2"", ""family"": ""S3_synthetic"", ""layer"": 8, ""kind"": ""v3_fits"", ""stage"": 3, ""dependencies"": [""v3_projection__synthetic__gain__w_low__1__0__2"", ""v3_S1_gate""], ""prerequisites"": [""v3_S1_gate""], ""planned_solves"": 12, ""subject"": ""synthetic__gain__w_low__1"", ""outer"": 0, ""inner"": 2, ""solver"": ""O2"", ""candidate"": {""id"": ""baseline"", ""eeg"": ""E0"", ""noise"": 1.0, ""gain"": 1.0, ""sigma_h"": 1.0, ""sigma_r"": 1.0, ""w"": 0.0, ""g"": 0.0}, ""role"": ""inner"", ""axis"": ""gain"", ""trials"": [3, 7, 11, 15, 19, 23], ""modes"": [""center_EEG"", ""center_fNIRS""], ""timeout_seconds"": 1800, ""row_ids"": [""3__center_EEG"", ""3__center_fNIRS"", ""7__center_EEG"", ""7__center_fNIRS"", ""11__center_EEG"", ""11__center_fNIRS"", ""15__center_EEG"", ""15__center_fNIRS"", ""19__center_EEG"", ""19__center_fNIRS"", ""23__center_EEG"", ""23__center_fNIRS""], ""queue_position"": 4430}"
v3_inner__S3_synthetic__synthetic__gain__w_low__1__0__O2__gain_0p75__0,S3_synthetic,v3_fits,8,4431,12,1800,"{""id"": ""v3_inner__S3_synthetic__synthetic__gain__w_low__1__0__O2__gain_0p75__0"", ""family"": ""S3_synthetic"", ""layer"": 8, ""kind"": ""v3_fits"", ""stage"": 3, ""dependencies"": [""v3_projection__synthetic__gain__w_low__1__0__0"", ""v3_S1_gate""], ""prerequisites"": [""v3_S1_gate""], ""planned_solves"": 12, ""subject"": ""synthetic__gain__w_low__1"", ""outer"": 0, ""inner"": 0, ""solver"": ""O2"", ""candidate"": {""id"": ""gain_0.75"", ""eeg"": ""E0"", ""noise"": 1.0, ""gain"": 0.75, ""sigma_h"": 1.0, ""sigma_r"": 1.0, ""w"": 0.0, ""g"": 0.0}, ""role"": ""inner"", ""axis"": ""gain"", ""trials"": [1, 5, 9, 13, 17, 21], ""modes"": [""center_EEG"", ""center_fNIRS""], ""timeout_seconds"": 1800, ""row_ids"": [""1__center_EEG"", ""1__center_fNIRS"", ""5__center_EEG"", ""5__center_fNIRS"", ""9__center_EEG"", ""9__center_fNIRS"", ""13__center_EEG"", ""13__center_fNIRS"", ""17__center_EEG"", ""17__center_fNIRS"", ""21__center_EEG"", ""21__center_fNIRS""], ""queue_position"": 4431}"
v3_inner__S3_synthetic__synthetic__gain__w_low__1__0__O2__gain_0p75__1,S3_synthetic,v3_fits,8,4432,12,1800,"{""id"": ""v3_inner__S3_synthetic__synthetic__gain__w_low__1__0__O2__gain_0p75__1"", ""family"": ""S3_synthetic"", ""layer"": 8, ""kind"": ""v3_fits"", ""stage"": 3, ""dependencies"": [""v3_projection__synthetic__gain__w_low__1__0__1"", ""v3_S1_gate""], ""prerequisites"": [""v3_S1_gate""], ""planned_solves"": 12, ""subject"": ""synthetic__gain__w_low__1"", ""outer"": 0, ""inner"": 1, ""solver"": ""O2"", ""candidate"": {""id"": ""gain_0.75"", ""eeg"": ""E0"", ""noise"": 1.0, ""gain"": 0.75, ""sigma_h"": 1.0, ""sigma_r"": 1.0, ""w"": 0.0, ""g"": 0.0}, ""role"": ""inner"", ""axis"": ""gain"", ""trials"": [2, 6, 10, 14, 18, 22], ""modes"": [""center_EEG"", ""center_fNIRS""], ""timeout_seconds"": 1800, ""row_ids"": [""2__center_EEG"", ""2__center_fNIRS"", ""6__center_EEG"", ""6__center_fNIRS"", ""10__center_EEG"", ""10__center_fNIRS"", ""14__center_EEG"", ""14__center_fNIRS"", ""18__center_EEG"", ""18__center_fNIRS"", ""22__center_EEG"", ""22__center_fNIRS""], ""queue_position"": 4432}"
v3_inner__S3_synthetic__synthetic__gain__w_low__1__0__O2__gain_0p75__2,S3_synthetic,v3_fits,8,4433,12,1800,"{""id"": ""v3_inner__S3_synthetic__synthetic__gain__w_low__1__0__O2__gain_0p75__2"", ""family"": ""S3_synthetic"", ""layer"": 8, ""kind"": ""v3_fits"", ""stage"": 3, ""dependencies"": [""v3_projection__synthetic__gain__w_low__1__0__2"", ""v3_S1_gate""], ""prerequisites"": [""v3_S1_gate""], ""planned_solves"": 12, ""subject"": ""synthetic__gain__w_low__1"", ""outer"": 0, ""inner"": 2, ""solver"": ""O2"", ""candidate"": {""id"": ""gain_0.75"", ""eeg"": ""E0"", ""noise"": 1.0, ""gain"": 0.75, ""sigma_h"": 1.0, ""sigma_r"": 1.0, ""w"": 0.0, ""g"": 0.0}, ""role"": ""inner"", ""axis"": ""gain"", ""trials"": [3, 7, 11, 15, 19, 23], ""modes"": [""center_EEG"", ""center_fNIRS""], ""timeout_seconds"": 1800, ""row_ids"": [""3__center_EEG"", ""3__center_fNIRS"", ""7__center_EEG"", ""7__center_fNIRS"", ""11__center_EEG"", ""11__center_fNIRS"", ""15__center_EEG"", ""15__center_fNIRS"", ""19__center_EEG"", ""19__center_fNIRS"", ""23__center_EEG"", ""23__center_fNIRS""], ""queue_position"": 4433}"
v3_inner__S3_synthetic__synthetic__gain__w_low__1__0__O2__gain_1p5__0,S3_synthetic,v3_fits,8,4434,12,1800,"{""id"": ""v3_inner__S3_synthetic__synthetic__gain__w_low__1__0__O2__gain_1p5__0"", ""family"": ""S3_synthetic"", ""layer"": 8, ""kind"": ""v3_fits"", ""stage"": 3, ""dependencies"": [""v3_projection__synthetic__gain__w_low__1__0__0"", ""v3_S1_gate""], ""prerequisites"": [""v3_S1_gate""], ""planned_solves"": 12, ""subject"": ""synthetic__gain__w_low__1"", ""outer"": 0, ""inner"": 0, ""solver"": ""O2"", ""candidate"": {""id"": ""gain_1.5"", ""eeg"": ""E0"", ""noise"": 1.0, ""gain"": 1.5, ""sigma_h"": 1.0, ""sigma_r"": 1.0, ""w"": 0.0, ""g"": 0.0}, ""role"": ""inner"", ""axis"": ""gain"", ""trials"": [1, 5, 9, 13, 17, 21], ""modes"": [""center_EEG"", ""center_fNIRS""], ""timeout_seconds"": 1800, ""row_ids"": [""1__center_EEG"", ""1__center_fNIRS"", ""5__center_EEG"", ""5__center_fNIRS"", ""9__center_EEG"", ""9__center_fNIRS"", ""13__center_EEG"", ""13__center_fNIRS"", ""17__center_EEG"", ""17__center_fNIRS"", ""21__center_EEG"", ""21__center_fNIRS""], ""queue_position"": 4434}"
v3_inner__S3_synthetic__synthetic__gain__w_low__1__0__O2__gain_1p5__1,S3_synthetic,v3_fits,8,4435,12,1800,"{""id"": ""v3_inner__S3_synthetic__synthetic__gain__w_low__1__0__O2__gain_1p5__1"", ""family"": ""S3_synthetic"", ""layer"": 8, ""kind"": ""v3_fits"", ""stage"": 3, ""dependencies"": [""v3_projection__synthetic__gain__w_low__1__0__1"", ""v3_S1_gate""], ""prerequisites"": [""v3_S1_gate""], ""planned_solves"": 12, ""subject"": ""synthetic__gain__w_low__1"", ""outer"": 0, ""inner"": 1, ""solver"": ""O2"", ""candidate"": {""id"": ""gain_1.5"", ""eeg"": ""E0"", ""noise"": 1.0, ""gain"": 1.5, ""sigma_h"": 1.0, ""sigma_r"": 1.0, ""w"": 0.0, ""g"": 0.0}, ""role"": ""inner"", ""axis"": ""gain"", ""trials"": [2, 6, 10, 14, 18, 22], ""modes"": [""center_EEG"", ""center_fNIRS""], ""timeout_seconds"": 1800, ""row_ids"": [""2__center_EEG"", ""2__center_fNIRS"", ""6__center_EEG"", ""6__center_fNIRS"", ""10__center_EEG"", ""10__center_fNIRS"", ""14__center_EEG"", ""14__center_fNIRS"", ""18__center_EEG"", ""18__center_fNIRS"", ""22__center_EEG"", ""22__center_fNIRS""], ""queue_position"": 4435}"
v3_inner__S3_synthetic__synthetic__gain__w_low__1__0__O2__gain_1p5__2,S3_synthetic,v3_fits,8,4436,12,1800,"{""id"": ""v3_inner__S3_synthetic__synthetic__gain__w_low__1__0__O2__gain_1p5__2"", ""family"": ""S3_synthetic"", ""layer"": 8, ""kind"": ""v3_fits"", ""stage"": 3, ""dependencies"": [""v3_projection__synthetic__gain__w_low__1__0__2"", ""v3_S1_gate""], ""prerequisites"": [""v3_S1_gate""], ""planned_solves"": 12, ""subject"": ""synthetic__gain__w_low__1"", ""outer"": 0, ""inner"": 2, ""solver"": ""O2"", ""candidate"": {""id"": ""gain_1.5"", ""eeg"": ""E0"", ""noise"": 1.0, ""gain"": 1.5, ""sigma_h"": 1.0, ""sigma_r"": 1.0, ""w"": 0.0, ""g"": 0.0}, ""role"": ""inner"", ""axis"": ""gain"", ""trials"": [3, 7, 11, 15, 19, 23], ""modes"": [""center_EEG"", ""center_fNIRS""], ""timeout_seconds"": 1800, ""row_ids"": [""3__center_EEG"", ""3__center_fNIRS"", ""7__center_EEG"", ""7__center_fNIRS"", ""11__center_EEG"", ""11__center_fNIRS"", ""15__center_EEG"", ""15__center_fNIRS"", ""19__center_EEG"", ""19__center_fNIRS"", ""23__center_EEG"", ""23__center_fNIRS""], ""queue_position"": 4436}"
v3_inner__S3_synthetic__synthetic__gain__w_low__1__0__O2__gain_0p5__0,S3_synthetic,v3_fits,8,4437,12,1800,"{""id"": ""v3_inner__S3_synthetic__synthetic__gain__w_low__1__0__O2__gain_0p5__0"", ""family"": ""S3_synthetic"", ""layer"": 8, ""kind"": ""v3_fits"", ""stage"": 3, ""dependencies"": [""v3_projection__synthetic__gain__w_low__1__0__0"", ""v3_S1_gate""], ""prerequisites"": [""v3_S1_gate""], ""planned_solves"": 12, ""subject"": ""synthetic__gain__w_low__1"", ""outer"": 0, ""inner"": 0, ""solver"": ""O2"", ""candidate"": {""id"": ""gain_0.5"", ""eeg"": ""E0"", ""noise"": 1.0, ""gain"": 0.5, ""sigma_h"": 1.0, ""sigma_r"": 1.0, ""w"": 0.0, ""g"": 0.0}, ""role"": ""inner"", ""axis"": ""gain"", ""trials"": [1, 5, 9, 13, 17, 21], ""modes"": [""center_EEG"", ""center_fNIRS""], ""timeout_seconds"": 1800, ""row_ids"": [""1__center_EEG"", ""1__center_fNIRS"", ""5__center_EEG"", ""5__center_fNIRS"", ""9__center_EEG"", ""9__center_fNIRS"", ""13__center_EEG"", ""13__center_fNIRS"", ""17__center_EEG"", ""17__center_fNIRS"", ""21__center_EEG"", ""21__center_fNIRS""], ""queue_position"": 4437}"
v3_inner__S3_synthetic__synthetic__gain__w_low__1__0__O2__gain_0p5__1,S3_synthetic,v3_fits,8,4438,12,1800,"{""id"": ""v3_inner__S3_synthetic__synthetic__gain__w_low__1__0__O2__gain_0p5__1"", ""family"": ""S3_synthetic"", ""layer"": 8, ""kind"": ""v3_fits"", ""stage"": 3, ""dependencies"": [""v3_projection__synthetic__gain__w_low__1__0__1"", ""v3_S1_gate""], ""prerequisites"": [""v3_S1_gate""], ""planned_solves"": 12, ""subject"": ""synthetic__gain__w_low__1"", ""outer"": 0, ""inner"": 1, ""solver"": ""O2"", ""candidate"": {""id"": ""gain_0.5"", ""eeg"": ""E0"", ""noise"": 1.0, ""gain"": 0.5, ""sigma_h"": 1.0, ""sigma_r"": 1.0, ""w"": 0.0, ""g"": 0.0}, ""role"": ""inner"", ""axis"": ""gain"", ""trials"": [2, 6, 10, 14, 18, 22], ""modes"": [""center_EEG"", ""center_fNIRS""], ""timeout_seconds"": 1800, ""row_ids"": [""2__center_EEG"", ""2__center_fNIRS"", ""6__center_EEG"", ""6__center_fNIRS"", ""10__center_EEG"", ""10__center_fNIRS"", ""14__center_EEG"", ""14__center_fNIRS"", ""18__center_EEG"", ""18__center_fNIRS"", ""22__center_EEG"", ""22__center_fNIRS""], ""queue_position"": 4438}"
v3_inner__S3_synthetic__synthetic__gain__w_low__1__0__O2__gain_0p5__2,S3_synthetic,v3_fits,8,4439,12,1800,"{""id"": ""v3_inner__S3_synthetic__synthetic__gain__w_low__1__0__O2__gain_0p5__2"", ""family"": ""S3_synthetic"", ""layer"": 8, ""kind"": ""v3_fits"", ""stage"": 3, ""dependencies"": [""v3_projection__synthetic__gain__w_low__1__0__2"", ""v3_S1_gate""], ""prerequisites"": [""v3_S1_gate""], ""planned_solves"": 12, ""subject"": ""synthetic__gain__w_low__1"", ""outer"": 0, ""inner"": 2, ""solver"": ""O2"", ""candidate"": {""id"": ""gain_0.5"", ""eeg"": ""E0"", ""noise"": 1.0, ""gain"": 0.5, ""sigma_h"": 1.0, ""sigma_r"": 1.0, ""w"": 0.0, ""g"": 0.0}, ""role"": ""inner"", ""axis"": ""gain"", ""trials"": [3, 7, 11, 15, 19, 23], ""modes"": [""center_EEG"", ""center_fNIRS""], ""timeout_seconds"": 1800, ""row_ids"": [""3__center_EEG"", ""3__center_fNIRS"", ""7__center_EEG"", ""7__center_fNIRS"", ""11__center_EEG"", ""11__center_fNIRS"", ""15__center_EEG"", ""15__center_fNIRS"", ""19__center_EEG"", ""19__center_fNIRS"", ""23__center_EEG"", ""23__center_fNIRS""], ""queue_position"": 4439}"
v3_inner__S3_synthetic__synthetic__gain__w_low__1__0__O2__gain_2__0,S3_synthetic,v3_fits,8,4440,12,1800,"{""id"": ""v3_inner__S3_synthetic__synthetic__gain__w_low__1__0__O2__gain_2__0"", ""family"": ""S3_synthetic"", ""layer"": 8, ""kind"": ""v3_fits"", ""stage"": 3, ""dependencies"": [""v3_projection__synthetic__gain__w_low__1__0__0"", ""v3_S1_gate""], ""prerequisites"": [""v3_S1_gate""], ""planned_solves"": 12, ""subject"": ""synthetic__gain__w_low__1"", ""outer"": 0, ""inner"": 0, ""solver"": ""O2"", ""candidate"": {""id"": ""gain_2"", ""eeg"": ""E0"", ""noise"": 1.0, ""gain"": 2.0, ""sigma_h"": 1.0, ""sigma_r"": 1.0, ""w"": 0.0, ""g"": 0.0}, ""role"": ""inner"", ""axis"": ""gain"", ""trials"": [1, 5, 9, 13, 17, 21], ""modes"": [""center_EEG"", ""center_fNIRS""], ""timeout_seconds"": 1800, ""row_ids"": [""1__center_EEG"", ""1__center_fNIRS"", ""5__center_EEG"", ""5__center_fNIRS"", ""9__center_EEG"", ""9__center_fNIRS"", ""13__center_EEG"", ""13__center_fNIRS"", ""17__center_EEG"", ""17__center_fNIRS"", ""21__center_EEG"", ""21__center_fNIRS""], ""queue_position"": 4440}"
v3_inner__S3_synthetic__synthetic__gain__w_low__1__0__O2__gain_2__1,S3_synthetic,v3_fits,8,4441,12,1800,"{""id"": ""v3_inner__S3_synthetic__synthetic__gain__w_low__1__0__O2__gain_2__1"", ""family"": ""S3_synthetic"", ""layer"": 8, ""kind"": ""v3_fits"", ""stage"": 3, ""dependencies"": [""v3_projection__synthetic__gain__w_low__1__0__1"", ""v3_S1_gate""], ""prerequisites"": [""v3_S1_gate""], ""planned_solves"": 12, ""subject"": ""synthetic__gain__w_low__1"", ""outer"": 0, ""inner"": 1, ""solver"": ""O2"", ""candidate"": {""id"": ""gain_2"", ""eeg"": ""E0"", ""noise"": 1.0, ""gain"": 2.0, ""sigma_h"": 1.0, ""sigma_r"": 1.0, ""w"": 0.0, ""g"": 0.0}, ""role"": ""inner"", ""axis"": ""gain"", ""trials"": [2, 6, 10, 14, 18, 22], ""modes"": [""center_EEG"", ""center_fNIRS""], ""timeout_seconds"": 1800, ""row_ids"": [""2__center_EEG"", ""2__center_fNIRS"", ""6__center_EEG"", ""6__center_fNIRS"", ""10__center_EEG"", ""10__center_fNIRS"", ""14__center_EEG"", ""14__center_fNIRS"", ""18__center_EEG"", ""18__center_fNIRS"", ""22__center_EEG"", ""22__center_fNIRS""], ""queue_position"": 4441}"
v3_inner__S3_synthetic__synthetic__gain__w_low__1__0__O2__gain_2__2,S3_synthetic,v3_fits,8,4442,12,1800,"{""id"": ""v3_inner__S3_synthetic__synthetic__gain__w_low__1__0__O2__gain_2__2"", ""family"": ""S3_synthetic"", ""layer"": 8, ""kind"": ""v3_fits"", ""stage"": 3, ""dependencies"": [""v3_projection__synthetic__gain__w_low__1__0__2"", ""v3_S1_gate""], ""prerequisites"": [""v3_S1_gate""], ""planned_solves"": 12, ""subject"": ""synthetic__gain__w_low__1"", ""outer"": 0, ""inner"": 2, ""solver"": ""O2"", ""candidate"": {""id"": ""gain_2"", ""eeg"": ""E0"", ""noise"": 1.0, ""gain"": 2.0, ""sigma_h"": 1.0, ""sigma_r"": 1.0, ""w"": 0.0, ""g"": 0.0}, ""role"": ""inner"", ""axis"": ""gain"", ""trials"": [3, 7, 11, 15, 19, 23], ""modes"": [""center_EEG"", ""center_fNIRS""], ""timeout_seconds"": 1800, ""row_ids"": [""3__center_EEG"", ""3__center_fNIRS"", ""7__center_EEG"", ""7__center_fNIRS"", ""11__center_EEG"", ""11__center_fNIRS"", ""15__center_EEG"", ""15__center_fNIRS"", ""19__center_EEG"", ""19__center_fNIRS"", ""23__center_EEG"", ""23__center_fNIRS""], ""queue_position"": 4442}"
